"Year","Country","Events","Kills","Wounds","WoundsLog"
1999,"Nigeria",18,NA,NA,NA
1999,"Northern Ireland",68,5,36,3.61091791264422
1999,"Pakistan",39,127,NA,NA
1999,"Panama",1,0,0,0
1999,"Paraguay",1,2,1,0.693147180559945
1999,"Peru",5,NA,NA,NA
1999,"Philippines",31,NA,NA,NA
1999,"Russia",54,NA,NA,NA
1999,"Senegal",1,1,12,2.56494935746154
1999,"Sierra Leone",9,28,NA,NA
1999,"Slovak Republic",1,0,1,0.693147180559945
1999,"Solomon Islands",1,2,0,0
1999,"Somalia",4,9,6,1.94591014905531
1999,"South Africa",17,NA,NA,NA
1999,"Spain",47,0,2,1.09861228866811
1999,"Sri Lanka",46,NA,NA,NA
1999,"Sudan",5,16,6,1.94591014905531
1999,"Swaziland",1,0,0,0
1999,"Sweden",2,0,4,1.6094379124341
1999,"Switzerland",2,0,0,0
1999,"Tajikistan",4,2,6,1.94591014905531
1999,"Thailand",4,NA,NA,NA
1999,"Turkey",109,127,NA,NA
1999,"Uganda",19,75,NA,NA
1999,"Ukraine",6,1,37,3.63758615972639
1999,"United States",53,20,40,3.71357206670431
1999,"Uzbekistan",8,19,128,4.85981240436167
1999,"Venezuela",5,0,0,0
1999,"West Bank and Gaza Strip",11,1,12,2.56494935746154
1999,"Yemen",17,11,45,3.8286413964891
1999,"Yugoslavia",23,14,NA,NA
1999,"Zambia",7,1,1,0.693147180559945
2000,"Afghanistan",14,NA,NA,NA
2000,"Albania",2,0,0,0
2000,"Algeria",138,NA,NA,NA
2000,"Angola",22,NA,NA,NA
2000,"Armenia",2,0,0,0
2000,"Australia",1,0,0,0
2000,"Azerbaijan",1,0,3,1.38629436111989
2000,"Bangladesh",22,NA,NA,NA
2000,"Belize",1,0,0,0
2000,"Bosnia-Herzegovina",6,1,3,1.38629436111989
2000,"Brazil",2,0,0,0
2000,"Bulgaria",2,4,0,0
2000,"Burundi",17,97,NA,NA
2000,"Cambodia",4,12,23,3.17805383034795
2000,"Canada",5,0,30,3.43398720448515
2000,"Central African Republic",1,1,0,0
2000,"Chile",2,0,0,0
2000,"China",4,1,NA,NA
2000,"Colombia",137,NA,NA,NA
2000,"Congo (Kinshasa)",3,40,9,2.30258509299405
2000,"Corsica",12,2,1,0.693147180559945
2000,"Croatia",2,3,8,2.19722457733622
2000,"Cyprus",2,0,0,0
2000,"Ecuador",4,0,1,0.693147180559945
2000,"Ethiopia",1,3,NA,NA
2000,"Fiji",4,7,17,2.89037175789616
2000,"France",16,2,0,0
2000,"Gambia",1,0,2,1.09861228866811
2000,"Georgia",7,3,NA,NA
2000,"Germany",7,0,28,3.36729582998647
2000,"Great Britain",10,0,1,0.693147180559945
2000,"Greece",28,1,0,0
2000,"Guatemala",1,2,0,0
2000,"Guinea",12,NA,NA,NA
2000,"Haiti",9,5,15,2.77258872223978
2000,"Hong Kong",2,0,17,2.89037175789616
2000,"India",179,NA,NA,NA
2000,"Indonesia",101,146,NA,NA
2000,"Iran",15,NA,NA,NA
2000,"Iraq",10,NA,NA,NA
2000,"Israel",15,11,119,4.78749174278205
2000,"Italy",8,0,3,1.38629436111989
2000,"Ivory Coast",2,4,6,1.94591014905531
2000,"Japan",13,0,0,0
2000,"Jordan",2,0,2,1.09861228866811
2000,"Kazakhstan",1,2,0,0
2000,"Kenya",4,26,NA,NA
2000,"Kosovo",60,NA,NA,NA
2000,"Kyrgyzstan",4,2,4,1.6094379124341
2000,"Laos",8,NA,47,3.87120101090789
2000,"Latvia",3,1,34,3.55534806148941
2000,"Lebanon",12,12,NA,NA
2000,"Liberia",1,0,8,2.19722457733622
2000,"Macedonia",3,3,0,0
2000,"Malaysia",3,2,0,0
2000,"Mexico",4,5,3,1.38629436111989
2000,"Moldova",1,0,0,0
2000,"Mozambique",3,NA,NA,NA
2000,"Namibia",21,24,NA,NA
2000,"Nepal",23,NA,NA,NA
2000,"Netherlands",1,0,0,0
2000,"Nicaragua",1,2,1,0.693147180559945
2000,"Nigeria",7,20,NA,NA
2000,"Northern Ireland",51,7,NA,NA
2000,"Pakistan",49,118,NA,NA
2000,"Panama",1,0,0,0
2000,"Paraguay",2,0,3,1.38629436111989
2000,"Peru",3,4,6,1.94591014905531
2000,"Philippines",132,NA,NA,NA
2000,"Qatar",1,0,0,0
2000,"Russia",138,NA,NA,NA
2000,"Rwanda",1,4,0,0
2000,"Saudi Arabia",5,1,5,1.79175946922805
2000,"Senegal",4,4,12,2.56494935746154
2000,"Sierra Leone",24,NA,NA,NA
2000,"Slovak Republic",1,0,4,1.6094379124341
2000,"Slovenia",1,0,0,0
2000,"Solomon Islands",1,0,0,0
2000,"Somalia",9,36,39,3.68887945411394
2000,"South Africa",21,18,NA,NA
2000,"Spain",112,29,NA,NA
2000,"Sri Lanka",68,NA,NA,NA
2000,"St. Lucia",1,2,12,2.56494935746154
2000,"Sudan",7,NA,180,5.19849703126583
2000,"Sweden",1,0,1,0.693147180559945
2000,"Switzerland",4,0,0,0
2000,"Tajikistan",6,11,77,4.35670882668959
2000,"Tanzania",2,0,0,0
2000,"Thailand",4,NA,NA,NA
2000,"Timor-Leste",4,1,1,0.693147180559945
2000,"Tunisia",1,5,NA,NA
2000,"Turkey",35,12,27,3.3322045101752
2000,"Uganda",20,NA,NA,NA
2000,"Ukraine",1,0,0,0
2000,"United States",33,0,8,2.19722457733622
2000,"West Bank and Gaza Strip",28,21,NA,NA
2000,"Yemen",10,NA,NA,NA
2000,"Yugoslavia",14,5,9,2.30258509299405
2000,"Zambia",8,0,2,1.09861228866811
2000,"Zimbabwe",1,0,0,0
2001,"Afghanistan",13,NA,NA,NA
2001,"Albania",1,0,0,0
2001,"Algeria",113,624,NA,NA
2001,"Angola",40,NA,NA,NA
2001,"Argentina",2,0,1,0.693147180559945
2001,"Armenia",2,1,0,0
2001,"Australia",2,0,0,0
2001,"Azerbaijan",4,1,6,1.94591014905531
2001,"Bangladesh",15,57,NA,NA
2001,"Belarus",1,0,0,0
2001,"Bosnia-Herzegovina",2,0,0,0
2001,"Brazil",3,1,0,0
2001,"Bulgaria",1,0,0,0
2001,"Burundi",37,166,NA,NA
2001,"Cambodia",7,4,13,2.63905732961526
2001,"Central African Republic",1,7,NA,NA
2001,"Chile",3,0,0,0
2001,"China",13,25,65,4.18965474202643
2001,"Colombia",207,NA,NA,NA
2001,"Congo (Brazzaville)",1,0,0,0
2001,"Congo (Kinshasa)",4,15,5,1.79175946922805
2001,"Corsica",11,0,15,2.77258872223978
2001,"Costa Rica",1,1,0,0
2001,"Croatia",3,0,0,0
2001,"Cyprus",1,0,0,0
2001,"Czech Republic",1,0,0,0
2001,"Ecuador",5,0,0,0
2001,"Estonia",1,1,0,0
2001,"Fiji",1,0,0,0
2001,"France",10,0,1,0.693147180559945
2001,"Georgia",4,6,9,2.30258509299405
2001,"Germany",4,0,5,1.79175946922805
2001,"Great Britain",16,0,12,2.56494935746154
2001,"Greece",14,0,3,1.38629436111989
2001,"Guatemala",2,1,1,0.693147180559945
2001,"Guinea-Bissau",1,0,0,0
2001,"Guyana",1,0,0,0
2001,"Haiti",5,0,2,1.09861228866811
2001,"Hong Kong",1,0,0,0
2001,"Hungary",1,1,1,0.693147180559945
2001,"India",234,NA,NA,NA
2001,"Indonesia",105,134.000000002,NA,NA
2001,"Iran",5,NA,NA,NA
2001,"Iraq",3,9,30,3.43398720448515
2001,"Ireland",2,0,2,1.09861228866811
2001,"Israel",79,NA,NA,NA
2001,"Italy",11,0,NA,NA
2001,"Ivory Coast",1,12,0,0
2001,"Japan",3,0,0,0
2001,"Jordan",2,1,0,0
2001,"Kazakhstan",1,0,1,0.693147180559945
2001,"Kenya",7,13,NA,NA
2001,"Kosovo",17,20,NA,NA
2001,"Kuwait",2,2,1,0.693147180559945
2001,"Kyrgyzstan",1,NA,NA,NA
2001,"Laos",1,0,9,2.30258509299405
2001,"Lebanon",5,0,3,1.38629436111989
2001,"Liberia",3,NA,NA,NA
2001,"Macedonia",67,35,NA,NA
2001,"Malaysia",1,0,2,1.09861228866811
2001,"Mexico",7,13,5,1.79175946922805
2001,"Montenegro",1,1,0,0
2001,"Myanmar",3,8,NA,NA
2001,"Namibia",6,1,9,2.30258509299405
2001,"Nepal",33,NA,NA,NA
2001,"Netherlands",1,0,3,1.38629436111989
2001,"New Zealand",1,0,0,0
2001,"Nigeria",5,3,3,1.38629436111989
2001,"Northern Ireland",78,8,21,3.09104245335832
2001,"Norway",1,1,0,0
2001,"Pakistan",53,109,NA,NA
2001,"Peru",3,16,9,2.30258509299405
2001,"Philippines",50,154,NA,NA
2001,"Poland",1,0,4,1.6094379124341
2001,"Puerto Rico",1,0,0,0
2001,"Qatar",1,1,0,0
2001,"Russia",135,NA,NA,NA
2001,"Rwanda",3,2,1,0.693147180559945
2001,"Saudi Arabia",3,2,7,2.07944154167984
2001,"Senegal",8,28,19,2.99573227355399
2001,"Somalia",5,NA,NA,NA
2001,"South Korea",1,0,2,1.09861228866811
2001,"Spain",79,14,NA,NA
2001,"Sri Lanka",36,194,NA,NA
2001,"Sudan",9,NA,NA,NA
2001,"Switzerland",2,14,18,2.94443897916644
2001,"Taiwan",2,2,18,2.94443897916644
2001,"Tajikistan",6,8,11,2.484906649788
2001,"Tanzania",4,2,NA,NA
2001,"Thailand",15,11,61,4.12713438504509
2001,"Tunisia",1,3,NA,NA
2001,"Turkey",19,17,NA,NA
2001,"Uganda",24,56,83,4.43081679884331
2001,"United States",39,NA,NA,NA
2001,"Venezuela",5,0,1,0.693147180559945
2001,"Vietnam",4,0,0,0
2001,"West Bank and Gaza Strip",123,105,NA,NA
2001,"Yemen",7,2,NA,NA
2001,"Yugoslavia",20,NA,NA,NA
2001,"Zimbabwe",3,1,NA,NA
2002,"Afghanistan",38,74,NA,NA
2002,"Algeria",132,NA,NA,NA
2002,"Angola",6,59,NA,NA
2002,"Azerbaijan",1,0,1,0.693147180559945
2002,"Bangladesh",5,21,NA,NA
2002,"Belgium",3,0,0,0
2002,"Bosnia-Herzegovina",3,0,0,0
2002,"Brazil",1,0,0,0
2002,"Bulgaria",1,1,0,0
2002,"Burundi",18,67,NA,NA
2002,"Cambodia",3,4,1,0.693147180559945
2002,"Chad",4,21,NA,NA
2002,"Chile",1,0,1,0.693147180559945
2002,"China",2,1,18,2.94443897916644
2002,"Colombia",150,NA,NA,NA
2002,"Congo (Brazzaville)",3,17,42,3.76120011569356
2002,"Congo (Kinshasa)",7,16,NA,NA
2002,"Corsica",23,0,0,0
2002,"Ecuador",2,0,3,1.38629436111989
2002,"Ethiopia",3,1,37,3.63758615972639
2002,"France",9,0,4,1.6094379124341
2002,"Georgia",2,1,15,2.77258872223978
2002,"Germany",2,0,2,1.09861228866811
2002,"Great Britain",3,0,0,0
2002,"Greece",11,0,2,1.09861228866811
2002,"Guyana",1,4,6,1.94591014905531
2002,"Haiti",2,0,1,0.693147180559945
2002,"Honduras",1,0,0,0
2002,"India",183,595,NA,NA
2002,"Indonesia",43,246.000000001,NA,NA
2002,"International",1,1,12,2.56494935746154
2002,"Iraq",6,NA,NA,NA
2002,"Israel",75,327,NA,NA
2002,"Italy",7,1,0,0
2002,"Ivory Coast",1,3,0,0
2002,"Japan",2,0,0,0
2002,"Jordan",2,3,0,0
2002,"Kenya",2,16,0,0
2002,"Kosovo",5,1,32,3.49650756146648
2002,"Kuwait",1,4,NA,NA
2002,"Kyrgyzstan",2,2,1,0.693147180559945
2002,"Lebanon",8,2,4,1.6094379124341
2002,"Liberia",3,3,NA,NA
2002,"Macedonia",8,3,4,1.6094379124341
2002,"Madagascar",5,0,0,0
2002,"Malawi",1,1,0,0
2002,"Myanmar",4,5,33,3.52636052461616
2002,"Nepal",58,486,NA,NA
2002,"Netherlands",3,2,0,0
2002,"Nigeria",6,28,11,2.484906649788
2002,"Northern Ireland",18,2,13,2.63905732961526
2002,"Pakistan",45,103,324,5.78382518232974
2002,"Papua New Guinea",1,NA,NA,NA
2002,"Peru",2,9,32,3.49650756146648
2002,"Philippines",48,NA,NA,NA
2002,"Russia",89,NA,NA,NA
2002,"Saudi Arabia",2,1,0,0
2002,"Senegal",3,8,19,2.99573227355399
2002,"Solomon Islands",1,1,0,0
2002,"Somalia",3,6,6,1.94591014905531
2002,"South Africa",8,1,1,0.693147180559945
2002,"Spain",41,5,NA,NA
2002,"Sri Lanka",3,3,0,0
2002,"Sudan",13,588.999999978,NA,NA
2002,"Tanzania",2,24,0,0
2002,"Thailand",12,16,45,3.8286413964891
2002,"Tunisia",2,31,50,3.93182563272433
2002,"Turkey",5,0,0,0
2002,"Turkmenistan",1,0,1,0.693147180559945
2002,"Uganda",24,NA,NA,NA
2002,"Ukraine",3,1,2,1.09861228866811
2002,"United States",34,4,4,1.6094379124341
2002,"Venezuela",5,0,NA,NA
2002,"West Bank and Gaza Strip",86,NA,NA,NA
2002,"Yemen",7,NA,NA,NA
2002,"Yugoslavia",3,0,0,0
2002,"Zambia",1,0,0,0
2002,"Zimbabwe",8,NA,NA,NA
2003,"Afghanistan",100,NA,NA,NA
2003,"Albania",1,0,0,0
2003,"Algeria",75,269,NA,NA
2003,"Argentina",1,0,0,0
2003,"Bahrain",1,0,0,0
2003,"Bangladesh",4,3,13,2.63905732961526
2003,"Belgium",8,0,20,3.04452243772342
2003,"Bolivia",1,0,0,0
2003,"Bosnia-Herzegovina",1,0,0,0
2003,"Brazil",1,0,0,0
2003,"Burundi",18,NA,NA,NA
2003,"Cambodia",1,1,0,0
2003,"Chile",2,0,0,0
2003,"China",3,1,16,2.83321334405622
2003,"Colombia",98,NA,NA,NA
2003,"Congo (Brazzaville)",1,11,NA,NA
2003,"Congo (Kinshasa)",6,154,NA,NA
2003,"Corsica",26,0,NA,NA
2003,"Czech Republic",1,0,0,0
2003,"Ecuador",4,0,4,1.6094379124341
2003,"Ethiopia",1,2,9,2.30258509299405
2003,"France",8,0,18,2.94443897916644
2003,"Georgia",6,0,NA,NA
2003,"Germany",2,0,0,0
2003,"Greece",12,0,2,1.09861228866811
2003,"Guatemala",3,1,5,1.79175946922805
2003,"Guinea-Bissau",1,1,NA,NA
2003,"Guyana",1,0,0,0
2003,"Haiti",5,4,1,0.693147180559945
2003,"India",196,472,NA,NA
2003,"Indonesia",18,26,NA,NA
2003,"Iran",2,0,0,0
2003,"Iraq",87,NA,NA,NA
2003,"Ireland",1,0,0,0
2003,"Israel",37,154,NA,NA
2003,"Italy",15,0,51,3.95124371858143
2003,"Japan",2,0,0,0
2003,"Kenya",2,3,NA,NA
2003,"Kosovo",9,7,4,1.6094379124341
2003,"Kuwait",3,1,18,2.94443897916644
2003,"Kyrgyzstan",1,1,0,0
2003,"Laos",2,10,NA,NA
2003,"Lebanon",5,3,NA,NA
2003,"Liberia",2,2,NA,NA
2003,"Macedonia",5,NA,NA,NA
2003,"Mexico",1,2,1,0.693147180559945
2003,"Morocco",5,45,100,4.61512051684126
2003,"Myanmar",9,18,NA,NA
2003,"Nepal",15,NA,NA,NA
2003,"Netherlands",3,0,0,0
2003,"New Zealand",3,0,0,0
2003,"Nigeria",9,28,NA,NA
2003,"Northern Ireland",23,2,11,2.484906649788
2003,"Norway",1,0,0,0
2003,"Pakistan",29,119,NA,NA
2003,"Peru",1,7,10,2.39789527279837
2003,"Philippines",107,NA,NA,NA
2003,"Russia",76,NA,NA,NA
2003,"Saudi Arabia",8,55,NA,NA
2003,"Serbia-Montenegro",6,2,4,1.6094379124341
2003,"Solomon Islands",1,1,0,0
2003,"Somalia",1,7,NA,NA
2003,"South Korea",1,0,60,4.11087386417331
2003,"Spain",21,3,25,3.25809653802148
2003,"Sri Lanka",9,23,7,2.07944154167984
2003,"Swaziland",1,0,0,0
2003,"Switzerland",1,0,0,0
2003,"Thailand",6,6,6,1.94591014905531
2003,"Timor-Leste",2,5,NA,NA
2003,"Turkey",19,67,778,6.65801104587075
2003,"Uganda",30,NA,NA,NA
2003,"Ukraine",1,0,1,0.693147180559945
2003,"United States",32,0,0,0
2003,"Venezuela",8,0,4,1.6094379124341
2003,"West Bank and Gaza Strip",46,NA,NA,NA
2003,"Yemen",7,16,9,2.30258509299405
2003,"Zimbabwe",1,0,8,2.19722457733622
2004,"Afghanistan",88,NA,NA,NA
2004,"Algeria",67,166,NA,NA
2004,"Bangladesh",11,NA,NA,NA
2004,"Burundi",1,18,0,0
2004,"Canada",2,0,0,0
2004,"China",2,4,5,1.79175946922805
2004,"Colombia",37,NA,NA,NA
2004,"Congo (Kinshasa)",5,22,11,2.484906649788
2004,"Corsica",9,0,0,0
2004,"Cyprus",1,0,0,0
2004,"Djibouti",1,0,7,2.07944154167984
2004,"Ecuador",2,0,0,0
2004,"Egypt",2,38,171,5.14749447681345
2004,"Ethiopia",2,1,16,2.83321334405622
2004,"France",2,0,10,2.39789527279837
2004,"Georgia",3,0,1,0.693147180559945
2004,"Germany",1,0,3,1.38629436111989
2004,"Great Britain",1,0,2,1.09861228866811
2004,"Greece",4,0,3,1.38629436111989
2004,"Guatemala",2,3,0,0
2004,"Haiti",2,7,NA,NA
2004,"Honduras",1,28,14,2.70805020110221
2004,"India",108,NA,NA,NA
2004,"Indonesia",17,42,238,5.47646355193151
2004,"Iraq",319,NA,NA,NA
2004,"Israel",18,59,NA,NA
2004,"Italy",3,1,0,0
2004,"Ivory Coast",1,12,NA,NA
2004,"Kosovo",1,0,5,1.79175946922805
2004,"Lebanon",2,1,2,1.09861228866811
2004,"Mauritania",1,0,0,0
2004,"Mexico",1,0,3,1.38629436111989
2004,"Myanmar",2,1,3,1.38629436111989
2004,"Nepal",62,630,NA,NA
2004,"Netherlands",1,1,2,1.09861228866811
2004,"Nigeria",6,41,NA,NA
2004,"Northern Ireland",4,0,0,0
2004,"Pakistan",67,304,NA,NA
2004,"Peru",3,6,NA,NA
2004,"Philippines",32,206,NA,NA
2004,"Russia",43,607,NA,NA
2004,"Saudi Arabia",17,64,293,5.68357976733868
2004,"Serbia-Montenegro",1,1,0,0
2004,"Somalia",2,6,1,0.693147180559945
2004,"Spain",31,193,1811,7.50218648660292
2004,"Sri Lanka",33,30,NA,NA
2004,"Sudan",5,28,NA,NA
2004,"Syria",1,4,2,1.09861228866811
2004,"Taiwan",2,0,2,1.09861228866811
2004,"Tanzania",1,0,0,0
2004,"Thailand",44,32,NA,NA
2004,"Turkey",27,25,NA,NA
2004,"Uganda",10,193,NA,NA
2004,"United States",9,0,0,0
2004,"Uzbekistan",5,36,31,3.46573590279973
2004,"West Bank and Gaza Strip",34,NA,NA,NA
2005,"Afghanistan",155,367,NA,NA
2005,"Algeria",104,NA,NA,NA
2005,"Argentina",3,0,0,0
2005,"Bangladesh",22,43,NA,NA
2005,"Bolivia",1,0,0,0
2005,"Bosnia-Herzegovina",1,0,1,0.693147180559945
2005,"Burundi",5,13,17,2.89037175789616
2005,"China",1,12,2,1.09861228866811
2005,"Colombia",42,145,NA,NA
2005,"Congo (Kinshasa)",4,22,25,3.25809653802148
2005,"Corsica",31,0,11,2.484906649788
2005,"Croatia",1,0,1,0.693147180559945
2005,"Egypt",2,92,117,4.77068462446567
2005,"Ethiopia",5,9,37,3.63758615972639
2005,"France",2,0,0,0
2005,"Georgia",6,8,32,3.49650756146648
2005,"Germany",1,0,0,0
2005,"Great Britain",9,56,784,6.66568371778241
2005,"Greece",6,0,NA,NA
2005,"Guinea",1,0,0,0
2005,"Guinea-Bissau",4,3,15,2.77258872223978
2005,"Haiti",1,1,NA,NA
2005,"Hong Kong",1,0,1,0.693147180559945
2005,"India",145,463,NA,NA
2005,"Indonesia",15,66,171,5.14749447681345
2005,"Iran",5,13,191,5.25749537202778
2005,"Iraq",618,NA,NA,NA
2005,"Israel",43,45,251,5.52942908751142
2005,"Italy",6,1,7,2.07944154167984
2005,"Ivory Coast",1,41,64,4.17438726989564
2005,"Jordan",4,62,101,4.62497281328427
2005,"Kenya",2,56,NA,NA
2005,"Kosovo",8,1,0,0
2005,"Kuwait",2,2,0,0
2005,"Kyrgyzstan",2,0,0,0
2005,"Lebanon",17,22,NA,NA
2005,"Mali",1,NA,NA,NA
2005,"Mauritania",1,23,20,3.04452243772342
2005,"Mexico",1,2,0,0
2005,"Myanmar",8,21,178,5.18738580584075
2005,"Nepal",70,211,NA,NA
2005,"Nigeria",9,NA,NA,NA
2005,"Northern Ireland",16,1,52,3.97029191355212
2005,"Pakistan",78,150,NA,NA
2005,"Peru",2,7,NA,NA
2005,"Philippines",25,49,NA,NA
2005,"Qatar",1,2,12,2.56494935746154
2005,"Russia",63,156,NA,NA
2005,"Rwanda",1,30,0,0
2005,"Saudi Arabia",1,1,0,0
2005,"Senegal",1,0,0,0
2005,"Serbia-Montenegro",2,0,0,0
2005,"Somalia",6,20,56,4.04305126783455
2005,"Spain",24,0,82,4.4188406077966
2005,"Sri Lanka",133,NA,NA,NA
2005,"Sudan",6,54,NA,NA
2005,"Sweden",3,0,0,0
2005,"Tajikistan",1,0,0,0
2005,"Thailand",155,130,NA,NA
2005,"Timor-Leste",1,0,0,0
2005,"Togo",1,0,0,0
2005,"Trinidad and Tobago",2,0,14,2.70805020110221
2005,"Turkey",41,35,NA,NA
2005,"Uganda",11,80,NA,NA
2005,"United States",23,0,0,0
2005,"Uruguay",1,0,0,0
2005,"Uzbekistan",2,10,34,3.55534806148941
2005,"West Bank and Gaza Strip",39,NA,NA,NA
2005,"Yemen",7,12,NA,NA
2006,"Afghanistan",282,NA,NA,NA
2006,"Algeria",152,NA,NA,NA
2006,"Australia",2,0,NA,NA
2006,"Austria",1,0,0,0
2006,"Bahrain",1,0,0,0
2006,"Bangladesh",24,19,58,4.07753744390572
2006,"Belarus",1,0,1,0.693147180559945
2006,"Bhutan",1,4,0,0
2006,"Bosnia-Herzegovina",1,0,0,0
2006,"Brazil",3,1,NA,NA
2006,"Burundi",5,21,54,4.00733318523247
2006,"Canada",3,1,0,0
2006,"Central African Republic",1,4,1,0.693147180559945
2006,"Chad",11,NA,NA,NA
2006,"Chile",1,0,1,0.693147180559945
2006,"China",1,1,1,0.693147180559945
2006,"Colombia",43,NA,NA,NA
2006,"Congo (Kinshasa)",5,23,NA,NA
2006,"Corsica",27,0,3,1.38629436111989
2006,"Egypt",5,19,100,4.61512051684126
2006,"Ethiopia",11,12,56,4.04305126783455
2006,"France",7,1,0,0
2006,"Georgia",3,5,4,1.6094379124341
2006,"Germany",2,0,0,0
2006,"Great Britain",3,0,0,0
2006,"Greece",23,0,2,1.09861228866811
2006,"Guatemala",4,5,0,0
2006,"Guinea-Bissau",1,11,12,2.56494935746154
2006,"Guyana",2,6,NA,NA
2006,"Haiti",1,2,1,0.693147180559945
2006,"India",166,NA,NA,NA
2006,"Indonesia",10,6,6,1.94591014905531
2006,"Iran",14,NA,NA,NA
2006,"Iraq",837,NA,NA,NA
2006,"Ireland",1,1,0,0
2006,"Israel",78,NA,NA,NA
2006,"Italy",4,0,2,1.09861228866811
2006,"Ivory Coast",3,20,NA,NA
2006,"Jordan",1,1,6,1.94591014905531
2006,"Kenya",2,18,6,1.94591014905531
2006,"Kosovo",6,0,4,1.6094379124341
2006,"Kyrgyzstan",3,1,2,1.09861228866811
2006,"Lebanon",7,12,8,2.19722457733622
2006,"Lesotho",1,0,1,0.693147180559945
2006,"Macedonia",3,0,0,0
2006,"Madagascar",1,0,0,0
2006,"Maldives",1,0,1,0.693147180559945
2006,"Mexico",7,NA,NA,NA
2006,"Moldova",1,2,10,2.39789527279837
2006,"Myanmar",2,0,0,0
2006,"Nepal",83,NA,NA,NA
2006,"Nigeria",37,NA,NA,NA
2006,"Northern Ireland",3,0,0,0
2006,"Norway",1,0,0,0
2006,"Pakistan",164,NA,NA,NA
2006,"Peru",1,7,NA,NA
2006,"Philippines",58,60,NA,NA
2006,"Russia",56,NA,NA,NA
2006,"Saudi Arabia",3,4,8,2.19722457733622
2006,"Serbia-Montenegro",2,0,1,0.693147180559945
2006,"Somalia",10,22,NA,NA
2006,"South Korea",1,0,1,0.693147180559945
2006,"Spain",23,2,24,3.2188758248682
2006,"Sri Lanka",217,NA,NA,NA
2006,"Sudan",24,NA,NA,NA
2006,"Swaziland",1,0,0,0
2006,"Sweden",1,0,0,0
2006,"Syria",1,5,0,0
2006,"Thailand",202,194,NA,NA
2006,"Turkey",40,45,NA,NA
2006,"United States",6,1,14,2.70805020110221
2006,"West Bank and Gaza Strip",35,NA,NA,NA
2006,"Yemen",5,NA,NA,NA
2006,"Zimbabwe",1,0,5,1.79175946922805
2007,"Afghanistan",340,NA,NA,NA
2007,"Algeria",124,279,NA,NA
2007,"Armenia",1,0,0,0
2007,"Austria",1,0,0,0
2007,"Azerbaijan",1,0,0,0
2007,"Bangladesh",9,1,10,2.39789527279837
2007,"Belgium",1,0,0,0
2007,"Benin",1,0,4,1.6094379124341
2007,"Bolivia",3,0,0,0
2007,"Bosnia-Herzegovina",2,1,2,1.09861228866811
2007,"Burundi",3,3,2,1.09861228866811
2007,"Cameroon",1,31,NA,NA
2007,"Central African Republic",1,1,0,0
2007,"Chad",7,136,138,4.93447393313069
2007,"Chile",8,0,0,0
2007,"Colombia",30,64,NA,NA
2007,"Congo (Kinshasa)",11,NA,NA,NA
2007,"Corsica",11,0,4,1.6094379124341
2007,"Cuba",1,1,0,0
2007,"Cyprus",1,0,0,0
2007,"Eritrea",2,NA,NA,NA
2007,"Ethiopia",5,204,NA,NA
2007,"Finland",1,9,NA,NA
2007,"France",5,3,4,1.6094379124341
2007,"Germany",2,0,0,0
2007,"Great Britain",11,1,12,2.56494935746154
2007,"Greece",15,0,3,1.38629436111989
2007,"Haiti",2,1,1,0.693147180559945
2007,"India",154,635,NA,NA
2007,"Indonesia",2,0,1,0.693147180559945
2007,"Iran",9,NA,NA,NA
2007,"Iraq",1042,NA,NA,NA
2007,"Ireland",1,0,0,0
2007,"Israel",53,NA,NA,NA
2007,"Ivory Coast",1,0,2,1.09861228866811
2007,"Jamaica",1,0,1,0.693147180559945
2007,"Kenya",12,33,48,3.89182029811063
2007,"Kosovo",5,1,0,0
2007,"Kyrgyzstan",1,0,1,0.693147180559945
2007,"Latvia",1,0,1,0.693147180559945
2007,"Lebanon",18,40,148,5.00394630594546
2007,"Libya",1,0,0,0
2007,"Macedonia",1,0,1,0.693147180559945
2007,"Maldives",1,0,12,2.56494935746154
2007,"Mali",5,NA,NA,NA
2007,"Mexico",10,25,NA,NA
2007,"Montenegro",1,0,0,0
2007,"Morocco",6,NA,NA,NA
2007,"Mozambique",1,6,3,1.38629436111989
2007,"Myanmar",3,10,5,1.79175946922805
2007,"Nepal",90,NA,NA,NA
2007,"Niger",6,62,NA,NA
2007,"Nigeria",62,NA,NA,NA
2007,"Northern Ireland",10,3,52,3.97029191355212
2007,"Pakistan",259,NA,NA,NA
2007,"Papua New Guinea",1,0,NA,NA
2007,"Peru",4,18,52,3.97029191355212
2007,"Philippines",65,115,NA,NA
2007,"Russia",51,NA,NA,NA
2007,"Saudi Arabia",1,3,1,0.693147180559945
2007,"Senegal",1,1,13,2.63905732961526
2007,"Somalia",156,NA,NA,NA
2007,"South Africa",2,1,1,0.693147180559945
2007,"Spain",11,0,5,1.79175946922805
2007,"Sri Lanka",132,410,NA,NA
2007,"Sudan",23,317,NA,NA
2007,"Switzerland",2,0,1,0.693147180559945
2007,"Tajikistan",1,1,0,0
2007,"Thailand",292,264,NA,NA
2007,"Timor-Leste",2,1,0,0
2007,"Tunisia",1,14,NA,NA
2007,"Turkey",29,NA,NA,NA
2007,"Uganda",1,2,1,0.693147180559945
2007,"Ukraine",1,0,0,0
2007,"United States",9,0,0,0
2007,"Venezuela",2,1,8,2.19722457733622
2007,"West Bank and Gaza Strip",88,NA,NA,NA
2007,"Western Sahara",1,0,3,1.38629436111989
